facilityid,name,address,city,state,zip,telephone,type,status,population,county,countyfips,country,website,securelvl,capacity,geometry,longitude,latitude,tract_geoid,capacity_percent,cdcr_code,cdcr_firecamp,average_2025_population,capacity_percent_2025,year_opened,year_opened_notes,reentry_hub,planned_closure,california_model_facility,cdcr_air_cooling_pilot
10000785,California Medical Facility,1600 California Drive,Vacaville,CA,95696,(707) 448-6841,STATE,OPEN,,SOLANO,6095,USA,https://www.cdcr.ca.gov/facility-locator/cmf/,MEDIUM,,"POLYGON ((-121.98057272715 38.3306953776896, -121.980317221662 38.3307419895513, -121.977411586775 38.3294182081838, -121.977343253588 38.3292597260556, -121.977129341746 38.3292853630291, -121.975349714718 38.328483622821, -121.975284352891 38.3282808562765, -121.976012247068 38.3272763351348, -121.97622615891 38.3272297205752, -121.976175652085 38.3270782261792, -121.976900823114 38.3261198762314, -121.977148009873 38.326064683938, -121.979497226116 38.3271388242974, -121.979562587943 38.327292649736, -121.979743819322 38.327262350677, -121.982114674153 38.3283228078513, -121.98218300734 38.3285325666247, -121.982408802824 38.3284673082197, -121.983508665592 38.3289645128021, -121.983570463406 38.3291472343574, -121.982857424231 38.3301242281507, -121.982653019122 38.3301689757177, -121.981388563332 38.3295984431137, -121.98057272715 38.3306953776896))",-121.97916451130509,38.3285102029971,6095253000,,CMF,False,2045.0,,1955.0,,,,,Yes
10000786,Delta Conservation Camp #8,6246 Lambie Road,Suisun City,CA,94585,(707) 425-4878,STATE,OPEN,,SOLANO,6095,USA,https://www.cdcr.ca.gov/facility-locator/conservation-camps/delta/,MINIMUM,,"POLYGON ((-121.849247963623 38.2200432158218, -121.846221663099 38.2200691882425, -121.846259360881 38.2175495405789, -121.845961810289 38.2175058623057, -121.845176444937 38.2169313825773, -121.844376536648 38.2176440278496, -121.843751155292 38.2171640830561, -121.844521975009 38.2163496309308, -121.844449255828 38.2155497226416, -121.845874547272 38.2156806171668, -121.848739672198 38.2157824240197, -121.849306879109 38.2162187373049, -121.849481405143 38.2169459264134, -121.84924320531 38.2173591837794, -121.849247963623 38.2200432158218))",-121.84722364621932,38.217626008443645,6095253501,,,True,,,,,,,,
10000857,California Rehabilitation Center,5Th Street And Western Avenue,Norco,CA,92860,(951) 737-2683,STATE,OPEN,,RIVERSIDE,6065,USA,https://www.cdcr.ca.gov/facility-locator/crc/,MEDIUM,2491.0,"POLYGON ((-117.56872568874 33.9309917787476, -117.568592393924 33.9303974096128, -117.568021322626 33.9299929017511, -117.568015775608 33.9282138583829, -117.569389302974 33.9279514982631, -117.572259822033 33.9273804809245, -117.573000600797 33.9272261518654, -117.576565599723 33.927488511086, -117.576527895646 33.9309922751734, -117.575161205825 33.9310226452789, -117.56872568874 33.9309917787476))",-117.5725312861978,33.9292530412966,6065046601,,CRC,False,2330.0,0.9353673223604978,1962.0,"The facility, formerly a Naval hospital, was donated by the federal government in 1962. Women were incarcerated at CRC until 2007.",,Yes,,
10005282,Konocti Conservation Camp #27,8275 South State Highway 29,Lower Lake,CA,95457,(707) 994-2437,STATE,OPEN,,LAKE,6033,USA,https://www.cdcr.ca.gov/facility-locator/conservation-camps/konocti/,MINIMUM,,"POLYGON ((-122.708985526061 38.9115426695586, -122.707354798885 38.9111544016544, -122.706422954656 38.9103002111859, -122.706633222445 38.9098306499646, -122.70731580518 38.9097267297049, -122.708102259612 38.9098883819433, -122.708873876128 38.9106850904446, -122.708985526061 38.9115426695586))",-122.7077601724924,38.91057030566233,6033000901,,,True,,,,,,,,
10006347,La Cima Conservation Camp #42,15108 Sunrise Highway,Julian,CA,92036,(760) 765-3085,STATE,OPEN,,SAN DIEGO,6073,USA,https://www.cdcr.ca.gov/facility-locator/conservation-camps/la-cima/,MINIMUM,,"POLYGON ((-116.537236964414 32.9399705598935, -116.53686576924 32.9400276668434, -116.535837841443 32.9383620441731, -116.535999644768 32.9382478302732, -116.53690384024 32.9382002408485, -116.537570088589 32.9382763837482, -116.537693820913 32.9384001160725, -116.537684303388 32.9387808296716, -116.537379731789 32.9397040601943, -116.537236964414 32.9399705598935))",-116.53689248814348,32.93893654769131,6073020902,,,True,,,,,,,,
10002322,"California State Prison, Sacramento",100 Prison Road,Represa,CA,95671,(916) 985-8610,STATE,OPEN,2167.0,SACRAMENTO,6067,USA,https://www.cdcr.ca.gov/facility-locator/sac/,MAXIMUM,,"POLYGON ((-121.157498609873 38.6975904303541, -121.155867826039 38.6980174608372, -121.155704215077 38.6979440356887, -121.1555378387 38.6979857732249, -121.153676767269 38.6971362502378, -121.153606414205 38.6969685581525, -121.15337443768 38.6970101104283, -121.151503424244 38.6961731275878, -121.151448282312 38.6960276937231, -121.151299969718 38.695950524697, -121.150742848703 38.6943626016528, -121.1508569349 38.6942127116474, -121.150710524371 38.6940880512226, -121.15070137287 38.6924148436702, -121.150858836066 38.692284985164, -121.150763764236 38.6921342560911, -121.151442815334 38.6904851899396, -121.151615370953 38.6904851899396, -121.151651022776 38.6903672006858, -121.153860166913 38.6903672006858, -121.153961180564 38.6904901056339, -121.154151324224 38.6904970627893, -121.155373710628 38.6921653060841, -121.153837111893 38.6928665407583, -121.153840676806 38.6932245761533, -121.153730156422 38.693275591995, -121.153731523391 38.693520278638, -121.153803776723 38.6935529276255, -121.153805678789 38.6939202359302, -121.155180418442 38.6945427988111, -121.155248870339 38.6947431461793, -121.155505563831 38.6946882362731, -121.156859214381 38.6952794712706, -121.157253619259 38.6952521732492, -121.157562602932 38.6953950107712, -121.157900515996 38.6953890824403, -121.158950952025 38.6958457932488, -121.157790904826 38.6973894768429, -121.157604291005 38.6974391517955, -121.157498609873 38.6975904303541))",-121.15390376526624,38.694444232143624,6067988300,,SAC,False,2131.0,,1986.0,,,,Yes,
10000811,Miramonte Conservation Camp #5,49039 Orchard Drive,Miramonte,CA,93641,(559) 336-2312,STATE,OPEN,,FRESNO,6019,USA,https://www.cdcr.ca.gov/facility-locator/conservation-camps/miramonte/,MINIMUM,,"POLYGON ((-119.085194471248 36.6717421272973, -119.085937220426 36.6718183808136, -119.086477942303 36.6719613577305, -119.08663243324 36.6724617737919, -119.086608665058 36.6725332618007, -119.085735192225 36.6734482986001, -119.085562874927 36.6734149382489, -119.085004326688 36.6731385217254, -119.085087514877 36.6723569254318, -119.085194471248 36.6717421272973))",-119.08573875853784,36.672531545811935,6019006410,,,True,,,,,,,,
10002353,California State Prison-Los Angeles County,44750 60Th Street West,Lancaster,CA,93536,(661) 729-2000,STATE,OPEN,,LOS ANGELES,6037,USA,https://www.cdcr.ca.gov/facility-locator/lac/,MAXIMUM,2300.0,"POLYGON ((-118.232340838659 34.6955778509371, -118.232129067203 34.6956968240493, -118.230025623983 34.6957634494237, -118.229958998609 34.6956944453424, -118.229901891659 34.6956968240493, -118.229861441053 34.6957682077366, -118.22769137156 34.6957586902114, -118.227643783034 34.6956873056247, -118.227584275794 34.6956880628539, -118.227529569134 34.6957610698176, -118.225373777278 34.6957658290298, -118.225311911116 34.695692064837, -118.225247669844 34.6956919749048, -118.225209595247 34.6957610698176, -118.223112682005 34.6956889549813, -118.222878934715 34.6955549398087, -118.222223291172 34.693864325878, -118.22229857342 34.6938468628425, -118.222302453995 34.693786716184, -118.222237648848 34.6937498511747, -118.223124172642 34.6920843346244, -118.223172801683 34.692092415033, -118.223233628229 34.6920593496593, -118.223218161689 34.6919927260835, -118.225205935905 34.6912113528217, -118.225261888126 34.6912618533519, -118.225323865804 34.6912406203584, -118.225347107883 34.6911823721688, -118.227527666169 34.6911844136298, -118.227587627567 34.6912748341663, -118.227644735416 34.6912719788188, -118.22769137156 34.6911920290889, -118.229866200265 34.6911901252241, -118.229904271265 34.6912662681239, -118.229969302142 34.6912903195926, -118.230032761902 34.6912234379114, -118.232012473697 34.6920110389783, -118.231995817353 34.6920657672214, -118.232033889253 34.6920967003026, -118.232107651647 34.6920895605848, -118.233002328694 34.6937623229729, -118.232940463432 34.693800393973, -118.232930945906 34.6938503630039, -118.232997571281 34.6938860543979, -118.232340838659 34.6955778509371))",-118.2276135961975,34.693596500791955,6037901003,,LAC,False,2949.0,1.2821739130434782,1993.0,,Yes,,,Yes
10002349,Acton Conservation Camp #11,8800 Soledad Canyon Road,Acton,CA,93510,(661) 268-0113,STATE,OPEN,76.0,LOS ANGELES,6037,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,,"POLYGON ((-118.287054579305 34.4388984561988, -118.286790459212 34.4389591316586, -118.286544185266 34.4384701531751, -118.28662748497 34.4378260641216, -118.286988054655 34.437574757569, -118.287119171313 34.437389009795, -118.287201119336 34.4371431666239, -118.287232095585 34.4367818433075, -118.286917033394 34.4365422171497, -118.287239361208 34.4361761840837, -118.287539836394 34.4360341406631, -118.2878348482 34.4361051628231, -118.288113469861 34.4372578940366, -118.287989706959 34.4377955762049, -118.287539836394 34.4378206007402, -118.287054579305 34.4388984561988))",-118.287350782123,34.437431767090374,6037910815,,,True,,,,,,,,
10000790,San Quentin State Prison,Main Street,San Quentin,CA,94964,(415) 454-1460,STATE,OPEN,,MARIN,6041,USA,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,3082.0,"POLYGON ((-122.494002876032 37.9419530432984, -122.493274981855 37.9424872513856, -122.493179910025 37.9425036523218, -122.492645130868 37.9420537934479, -122.492642160407 37.9415758136729, -122.488800661321 37.9415664418379, -122.488800661321 37.9405753277892, -122.487799436195 37.9405706423213, -122.487762357147 37.9405486494007, -122.487629256585 37.9404211848898, -122.487605489302 37.9390978028214, -122.487636387309 37.9388897338742, -122.487864559702 37.9382130354033, -122.488199687566 37.9378325070646, -122.488917480557 37.9373151360847, -122.489136146216 37.9372551504049, -122.489369072425 37.9373188853583, -122.489659041731 37.9375382057237, -122.48998703977 37.9378662487284, -122.489989416678 37.9379712220943, -122.490105879783 37.9379712220943, -122.490148662331 37.9380087130317, -122.490148662331 37.9381155596854, -122.490186691063 37.9382523996286, -122.490419617271 37.9389515919424, -122.49108749699 37.938962838864, -122.491043604679 37.9405662689182, -122.492688348688 37.9405662689182, -122.493353852398 37.9399214523132, -122.493567764241 37.9399851836694, -122.493681850437 37.9399626898263, -122.494003351773 37.9400814066317, -122.494002876032 37.9419530432984))",-122.4903665969169,37.940039851419016,6041122000,,SQ,False,2688.0,0.872160934458144,1852.0,,Yes,,Yes,
10000847,Wasco State Prison,701 Scofield Avenue,Wasco,CA,93280,(661) 758-8400,STATE,OPEN,,KERN,6029,USA,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,2984.0,"MULTIPOLYGON (((-119.40601988421 35.5919944806608, -119.408019364902 35.5910208422381, -119.41008420742 35.5919509930439, -119.410854686295 35.5936526182738, -119.410919681198 35.5956792593904, -119.409374138706 35.5971451444329, -119.406929008867 35.5971910449308, -119.40526228003 35.5957367170759, -119.405235541387 35.593820927294, -119.40601988421 35.5919944806608)), ((-119.412581217349 35.5953830002253, -119.412552662975 35.5953330320938, -119.412138636689 35.5953615846694, -119.412124359951 35.5951545724256, -119.411967315839 35.5951188801323, -119.411860239858 35.5950689111014, -119.411788856171 35.5949832506765, -119.411753163877 35.5947334073209, -119.411610397402 35.5947262694018, -119.411624674139 35.5939910160726, -119.412324235175 35.5939838772542, -119.412552662975 35.5940195686482, -119.41308090406 35.5942194438723, -119.41308804198 35.5953758623062, -119.412581217349 35.5953830002253)))",-119.40833193657431,35.59431194493489,6029004302,,WSP,False,3676.0,1.2319034852546917,1991.0,,,,,
10000879,Puerta La Cruz Conservation Camp #14,32363 State Highway 79,Warner Springs,CA,92086,(760) 782-3547,STATE,OPEN,120.0,SAN DIEGO,6073,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,,"POLYGON ((-116.683415513615 33.3254479793408, -116.682124728373 33.3252479278497, -116.68188530816 33.3249608984268, -116.681926946771 33.3244477200862, -116.682405787197 33.3239867267061, -116.683124046937 33.323473543869, -116.683988040016 33.3234474500398, -116.684404423425 33.3242998553541, -116.68426909884 33.3248913142828, -116.684008860221 33.3253175110943, -116.683415513615 33.3254479793408))",-116.68321048338171,33.32449679713223,6073020903,,,True,,,,,,,,
10000841,North Kern State Prison,2737 West Cecil Avenue,Delano,CA,93215,(661) 721-2345,STATE,OPEN,,KERN,6029,USA,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,2694.0,"MULTIPOLYGON (((-119.307528867663 35.7795670609711, -119.309548550725 35.778615473925, -119.311616364604 35.7795294603164, -119.31243636015 35.7812764176726, -119.312477953794 35.7832479672199, -119.310870644964 35.7847152677954, -119.308439181223 35.7847557579719, -119.306781364668 35.7832923136894, -119.306762350302 35.7813892169389, -119.307528867663 35.7795670609711)), ((-119.313287495621 35.7824523972604, -119.313287495621 35.7822810764106, -119.313159004984 35.7822810764106, -119.313151867065 35.7815458230813, -119.313937089425 35.7815386842629, -119.313944228243 35.7816314826069, -119.31463665136 35.7816314826069, -119.314629511643 35.7829378072341, -119.313672969332 35.7829449460524, -119.313665831413 35.7826951017976, -119.313487370845 35.7826808259594, -119.313394571602 35.7826379948476, -119.313316049996 35.7825666111602, -119.313287495621 35.7824523972604)))",-119.30987566982682,35.78188517301339,6029004601,,NKSP,False,2570.0,0.9539717891610987,1993.0,,,,,
10005299,Vallecito Conservation Camp #1,3225 Six Mile Road,Angels Camp,CA,95222,(209) 736-4922,STATE,OPEN,,CALAVERAS,6009,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,100.0,"POLYGON ((-120.489374977773 38.1067555106583, -120.489003781699 38.1078334056872, -120.488868153143 38.1078548221424, -120.488029449899 38.1068615973849, -120.48764748894 38.1062629618663, -120.487645650726 38.105632235839, -120.488180598056 38.1055286977912, -120.48944031262 38.1056840053126, -120.49017370885 38.1062016955519, -120.489374977773 38.1067555106583))",-120.48874358476203,38.106427356926375,6009000122,,,True,,,,,,,,
10006532,Department Of State Hospitals - Atascadero,10333 El Camino Real,Atascadero,CA,93422,(805) 468-2000,STATE,OPEN,,SAN LUIS OBISPO,6079,USA,https://www.dsh.ca.gov/Atascadero/index.html,NOT AVAILABLE,1184.0,"POLYGON ((-120.636666839103 35.4624828088346, -120.637016618722 35.4630253257582, -120.636980928227 35.464838475915, -120.636495517354 35.4648813061274, -120.636388442273 35.4649241363398, -120.636616870072 35.4653167470703, -120.63651693291 35.4656379741133, -120.636638284729 35.4657022198816, -120.636409856929 35.4665159957167, -120.636302780949 35.4666016561416, -120.636188567049 35.466644486354, -120.636052937593 35.4666516251724, -120.633832900868 35.4662304600677, -120.633568779875 35.4658806804491, -120.63326182957 35.465737912175, -120.633083369902 35.465423823051, -120.633561641956 35.4641389139798, -120.633697271412 35.4641389139798, -120.633840038787 35.4635749823996, -120.633825762049 35.4634679064188, -120.633682994674 35.4633251381447, -120.633318937419 35.4632466156389, -120.633268968388 35.4632109242448, -120.633161893307 35.4628896972018, -120.633097646639 35.4629753576267, -120.632083997379 35.462775483302, -120.632034028348 35.4626755461396, -120.632048305085 35.4625970227345, -120.632162518985 35.4625113632089, -120.632141104328 35.4624114251472, -120.632276732885 35.4617261408488, -120.632383808866 35.4617261408488, -120.632426639078 35.4615548190997, -120.63466095344 35.4619759842043, -120.634632399066 35.4621330283167, -120.635788818399 35.4623685949348, -120.635995830643 35.4623400423591, -120.636060076411 35.4623900095913, -120.636195704968 35.4623543181973, -120.636252811918 35.4624828088346, -120.636666839103 35.4624828088346))",-120.6348665784761,35.46406026013646,6079013100,,,False,,,,,,,,
10001522,Sierra Conservation Center,5100 O'Byrnes Ferry Road,Jamestown,CA,95327,(209) 984-5291,STATE,OPEN,,TUOLUMNE,6109,USA,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,3936.0,"MULTIPOLYGON (((-120.533905324371 37.8884622808097, -120.535725950592 37.8883534853251, -120.535849544421 37.8884360206059, -120.53627261429 37.8901429671243, -120.536210817375 37.8902104936194, -120.536191803009 37.8904055709604, -120.536248846107 37.8904918546154, -120.535968384433 37.8918948914362, -120.535830530055 37.8919699191765, -120.534009902935 37.8917448350562, -120.533886310005 37.891643547112, -120.53386729474 37.890705688217, -120.533990888569 37.890570636126, -120.533990888569 37.8904768494271, -120.533857788006 37.8901917373589, -120.533819759274 37.8885673252219, -120.533905324371 37.8884622808097)), ((-120.537650740789 37.8947901166706, -120.536320923172 37.893602836202, -120.536499182291 37.8928206841273, -120.53745079272 37.8924260867945, -120.537040795396 37.8918633791916, -120.537204793966 37.8917986675745, -120.537329575799 37.8917536511102, -120.537504270905 37.8917283288993, -120.53746653895 37.8915705347524, -120.537979926832 37.8914955070121, -120.538189084858 37.891514264172, -120.538379229418 37.8924221009992, -120.538778531104 37.8923695823904, -120.540119045258 37.8934537214122, -120.540032292157 37.8944750113127, -120.538595518169 37.8943680999079, -120.538203346307 37.8944243686897, -120.537650740789 37.8947901166706)))",-120.53654018648405,37.89168865412792,6109985202,,SCC,False,4035.0,1.0251524390243902,1965.0,,,,,
10000784,Pine Grove Conservation Camp,13630 Aqueduct Volcano Road,Pine Grove,CA,95665,(209) 296-7581,STATE,OPEN,,AMADOR,6005,USA,http://www.cdcr.ca.gov/Conservation_Camps/,JUVENILE,80.0,"POLYGON ((-120.63867541284 38.4128226018816, -120.639124373291 38.4120492793508, -120.639143666447 38.4115669531524, -120.639114726264 38.4109640458541, -120.638932395014 38.4104621773876, -120.639522501362 38.4102623021636, -120.639774576835 38.4107429538243, -120.640088665959 38.4116638047408, -120.640152910828 38.412384782232, -120.639008537914 38.4129939236307, -120.63867541284 38.4128226018816))",-120.63947541383544,38.4117068986096,6005000402,,,True,,,,,,,,
10000856,Norco Conservation Camp #0,3195 Western Avenue,Norco,CA,92860,(951) 737-5911,STATE,OPEN,,RIVERSIDE,6065,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,100.0,"POLYGON ((-117.576530104381 33.9273437957796, -117.575252261283 33.9273067572011, -117.575360899386 33.9264959248471, -117.576628875122 33.9265227660129, -117.576530104381 33.9273437957796))",-117.57594424895476,33.92691793871164,6065046601,,,True,,,,,,,,
10006531,Department Of State Hospitals - Coalinga,24511 West Jayne Avenue,Coalinga,CA,93210,(559) 935-4300,STATE,OPEN,,FRESNO,6019,USA,http://www.dsh.ca.gov/Hospitals/default.aspx,NOT AVAILABLE,1286.0,"POLYGON ((-120.238056739427 36.1321879356247, -120.240412405608 36.1313408471025, -120.242761188378 36.1320968828649, -120.243677025574 36.1338392815576, -120.243105955176 36.1349909407793, -120.23781403399 36.1350290117795, -120.237209650905 36.1338725942449, -120.238056739427 36.1321879356247))",-120.24044350195224,36.13343268870778,6019007903,,,False,,,,,,,,
10000902,Francisquito Conservation Camp #4,35100 North San Francisquito Canyon Road,Santa Clarita,CA,91390,(661) 296-4409,STATE,OPEN,,LOS ANGELES,6037,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,,"POLYGON ((-118.477256140558 34.5655326203342, -118.476673173028 34.5658895387713, -118.475685696737 34.5660858445861, -118.474549504056 34.5659549743426, -118.474269917423 34.5648604220709, -118.47722639818 34.5646224758466, -118.477256140558 34.5655326203342))",-118.47580837113031,34.565337588031426,6037920050,,,True,,,,,,,,
10005253,High Rock Conservation Camp #32,23322 Avenue Of The Giants,Weott,CA,95571,(707) 946-2343,STATE,OPEN,96.0,HUMBOLDT,6023,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,,"POLYGON ((-123.932241975587 40.37519162969, -123.931768221726 40.3756117983458, -123.931556094138 40.3763282315627, -123.931230830039 40.3763012977668, -123.930354032413 40.374313578409, -123.931068198439 40.373968818806, -123.932241975587 40.37519162969))",-123.9312622305967,40.375077084153816,6023011100,,,True,,,,,,,,
10000838,Oak Glen Conservation Camp #35,41100 Pinebench Road,Yucaipa,CA,92399,(909) 797-0196,STATE,OPEN,,SAN BERNARDINO,6071,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,,"POLYGON ((-116.905579151257 34.0346704841556, -116.904827175034 34.033840809206, -116.904732062734 34.0335473793082, -116.905093741283 34.0332332901842, -116.90608359718 34.032329094712, -116.906563058139 34.0318936528698, -116.906778399004 34.0318722382133, -116.907320915927 34.032557523411, -116.907358987827 34.0327002898865, -116.907006827703 34.0332999146594, -116.90659755973 34.0339280920079, -116.90623588208 34.0346038587811, -116.905579151257 34.0346704841556))",-116.90609379198143,34.03332926365807,6065044104,,,True,,,,,,,,
10000844,Kern Valley State Prison,3000 West Cecil Avenue,Delano,CA,93216,(661) 721-6300,STATE,OPEN,,KERN,6029,USA,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,2448.0,"MULTIPOLYGON (((-119.321829697982 35.7623334946951, -119.328603570598 35.7622708128478, -119.328734294252 35.7623768887825, -119.328882844268 35.7699753947487, -119.328734294252 35.7700814598915, -119.321954479815 35.7701537770752, -119.321799987979 35.7700284268704, -119.321675207045 35.7624492131607, -119.321829697982 35.7623334946951)), ((-119.326221291679 35.7725830635576, -119.326149907992 35.7712767398297, -119.327042206333 35.7712553251732, -119.32751333867 35.7712410484357, -119.327534755125 35.7713552623355, -119.328220039423 35.7713624002546, -119.328212900605 35.7715836901352, -119.32846274396 35.7715979668727, -119.328484158617 35.7720762389273, -119.328398499091 35.7720691001089, -119.328391360273 35.7721333458772, -119.327963058149 35.7725188177893, -119.326221291679 35.7725830635576)))",-119.32536275967016,35.76647451591408,6029004603,,KVSP,False,3092.0,1.2630718954248366,2005.0,,,,,Yes
10000861,Ironwood State Prison,19005 Wiley'S Well Road,Blythe,CA,92225,(760) 921-3000,STATE,OPEN,,RIVERSIDE,6065,USA,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,2200.0,"MULTIPOLYGON (((-114.924338976263 33.5631941727729, -114.922292552759 33.5623177843383, -114.921390558827 33.5605382418464, -114.922128554189 33.5587230115578, -114.924412655919 33.5586883507868, -114.929014136093 33.558720041097, -114.931300614732 33.5588151111285, -114.931975625175 33.5606531158487, -114.931034413607 33.5623960163631, -114.92893807773 33.5632327932589, -114.924338976263 33.5631941727729)), ((-114.918111252932 33.5610377729749, -114.918084909991 33.5599864394227, -114.918431547378 33.5600081040908, -114.919773643439 33.5600059933819, -114.919757780297 33.5607489224249, -114.919741916256 33.5612935599499, -114.919686514421 33.5612856450165, -114.919687134953 33.5613023975876, -114.919239580142 33.5613199991187, -114.919239580142 33.5614759874269, -114.918800696595 33.5614786314338, -114.918795408581 33.5614178219749, -114.918644709186 33.5614178219749, -114.91826399109 33.5610556110277, -114.918111252932 33.5610377729749)), ((-114.921059792675 33.5642132332542, -114.920973962278 33.5642097528778, -114.920930444085 33.5639976028072, -114.920900716994 33.563852684254, -114.920889357658 33.5637973093983, -114.920884069644 33.5631707112594, -114.920957680952 33.5631707112594, -114.920970848826 33.5631650239467, -114.921018906797 33.5631442720905, -114.922510051997 33.5631654232457, -114.922512171699 33.5631743840906, -114.922573504564 33.5631759983737, -114.922573504564 33.5633861168758, -114.922573504564 33.5644318377592, -114.92257157192 33.5646232647519, -114.921599413782 33.5645905689996, -114.921439283196 33.5645851829599, -114.921210012732 33.5643604675616, -114.921059792675 33.5642132332542)))",-114.9260675684116,33.56097662668156,6065981000,,ISP,False,2764.0,1.2563636363636363,1994.0,,Yes,,,
10000821,Salinas Valley State Prison,31625 Highway 101,Soledad,CA,93960,(831) 678-5500,STATE,OPEN,,MONTEREY,6053,USA,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,2452.0,"MULTIPOLYGON (((-121.372385963242 36.4837708703295, -121.370389453011 36.4830370397277, -121.369312763973 36.4813085013863, -121.369811892205 36.4794279893103, -121.372902916037 36.4764752641222, -121.374435950758 36.4750246612592, -121.376774718678 36.4746577063881, -121.378632185627 36.4758503036486, -121.378913837104 36.4777739040425, -121.377263151273 36.4793276546476, -121.375633855818 36.480881375575, -121.37409369217 36.4823462021156, -121.372656918182 36.4837278719438, -121.372385963242 36.4837708703295)), ((-121.380637014587 36.4752788528368, -121.381451068312 36.4749682800621, -121.381968021107 36.4753409672119, -121.382074976579 36.4757757669382, -121.381837296554 36.4761436732919, -121.380916288256 36.4770610402348, -121.379656586282 36.4762296763585, -121.380637014587 36.4752788528368)))",-121.37439425565836,36.47885711260287,6053010900,,SVSP,False,2387.0,0.9734910277324633,1996.0,,,,Yes,
10005272,Parlin Fork Conservation Camp #6,23000 State Highway 20,Fort Bragg,CA,95437,(707) 964-3766,STATE,OPEN,,MENDOCINO,6045,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,100.0,"POLYGON ((-123.655273273842 39.3724465033035, -123.655029667285 39.3731551762704, -123.654441665351 39.3730541131568, -123.654294664867 39.3728795502511, -123.654340602237 39.3725717671734, -123.654460319088 39.372267034596, -123.654431125296 39.3722605900542, -123.655245364282 39.369858142939, -123.654761573088 39.3690531786613, -123.65370207639 39.3688854416099, -123.65369659682 39.3688600771309, -123.653293223903 39.3688048794417, -123.653116364129 39.3687038163281, -123.652996926067 39.3685177690799, -123.652978551119 39.3682995647732, -123.653093395444 39.3681410799469, -123.653336864405 39.3681479696531, -123.653506833574 39.3681755329745, -123.653626271635 39.3681893141855, -123.653717786646 39.3682422213015, -123.655628327985 39.3682058302349, -123.6577890832 39.3686650852255, -123.658489257573 39.3694857201899, -123.65582991282 39.3700719603527, -123.655601484121 39.370690620176, -123.655506306171 39.3711855467756, -123.655620520071 39.3716043331735, -123.655287281683 39.3724495951727, -123.655273273842 39.3724465033035))",-123.6556177393927,39.36977478501272,6045010300,,,True,,,,,,,,
